,scores
0,4.5634057141732844
1,5.214992474220351
2,4.925108753307259
3,4.899657456977102
4,4.967400828644601
5,4.998987961751901
6,4.567295264391698
7,5.295236980163636
8,4.758652112064003
9,4.95306793724939
10,4.5385987272009105
11,4.809226276272735
12,5.1362309855718875
13,5.366869918317692
14,4.515024805438254
15,5.372581984236454
16,4.65419510392101
17,5.3997906481898745
18,5.047205614921797
19,5.456544154687105
20,4.566974474888604
21,5.381566153929922
22,5.130155056195673
23,4.781264065075023
24,4.819725905692634
25,4.60177200056008
26,4.531211243075792
27,5.067535242124195
28,5.342940997500644
29,4.93635773441898
30,5.058311207943096
31,4.492644906225585
32,4.599724833849036
33,4.8139230019256924
34,4.796314200798812
35,4.751630897488156
36,5.039667000495929
37,4.583757085630801
38,5.003757173616696
39,4.873106873468035
40,4.44176581845974
41,4.805787401517986
42,4.987415226818051
43,4.560294471493412
44,4.812981611389605
45,4.872655822666968
46,4.70753797161285
47,4.760553742538854
48,4.558771546283684
49,5.247449223515961
50,4.731167196853032
51,4.932124352055447
52,4.562247719290435
53,4.652992580545443
54,4.962315323074024
55,4.567876604457622
56,4.904827445403335
57,4.29401085123379
58,4.375514724660363
59,5.002966126206204
60,5.107568301947703
61,4.659445999221536
62,5.276225374513269
63,4.516462198245045
64,5.071694397959466
65,4.880399182503298
66,5.0987984345344
67,5.267361342507663
68,4.686464373573059
69,4.50751142601146
70,4.638568843430829
71,5.088545688943736
72,4.65976736066902
73,4.951161325559596
74,5.337931896744237
75,4.87630815136728
76,4.805495663148173
77,5.301968585606692
78,5.286282453590217
79,5.160929236807017
80,4.903388584321662
81,5.0519882399827365
82,5.1208712177699525
83,4.993630922851664
84,4.714448597680607
85,4.695027231750554
86,4.81910026597089
87,5.175446093796051
88,5.033323354846256
89,4.536944007147788
90,5.000261981956004
91,4.934228398200547
92,4.304285919094538
93,4.68187676710035
94,4.647931976470349
95,4.456473557774438
96,4.118129538565159
97,4.325504615502496
98,5.025368395437069
99,4.50017384418649
100,4.250818480139224
101,4.601236395019637
102,4.008393515924045
103,5.029021040239608
104,4.359762128986488
105,4.48494391874339
106,4.398469375687652
107,4.600577686224854
108,4.582319891766405
109,4.73807330155366
110,4.385263702977835
111,4.891807980861319
112,4.811705572962757
113,4.981654045113905
114,4.171711687403044
115,4.350798867580324
116,4.727512568913487
117,4.753541936295321
118,4.4857817419948445
119,4.4789341652992425
120,4.554949632561279
121,4.173305184069654
122,4.500541816510644
123,4.969516451165872
124,4.656736723922734
125,4.791347832776505
126,4.512044070827707
127,4.372214866497289
128,4.6484137601041144
129,4.8870741833439455
130,4.025623085223575
131,4.583786018457079
132,4.132966339491744
133,4.650789326399055
134,4.476143275960357
135,4.707869199031603
136,4.601254006570337
137,4.546164178351726
138,4.446133795513199
139,4.858197873085929
140,4.579674728268318
141,4.332930434801523
142,4.617565117055645
143,5.000899601922374
144,4.2061831495954065
145,4.731008180142522
146,4.240271679061137
147,4.395905974962673
148,4.194412081032778
149,4.373217053306915
150,4.9008997362464
151,4.426134094985057
152,4.746615134129709
153,4.537104563146591
154,4.964766685944109
155,4.483076169450937
156,4.406305008873186
157,4.950782020049587
158,4.464405204606066
159,4.6895092979995905
160,5.082346043197895
161,4.562386115342866
162,5.070379677028616
163,4.495347168024242
164,4.967160763576667
165,5.227258230799737
166,4.2628168123795716
167,4.451512407615393
168,4.732378898394686
169,4.571065017096261
170,4.404027630745675
171,5.020541259509303
172,5.0748431765143565
173,4.94324469859819
174,4.2200617314244475
175,4.607949356013071
176,4.013850655697932
177,4.220633701596616
178,4.346522731492912
179,4.333689519041952
180,4.697643386031738
181,4.397569987145714
182,4.651601749985863
183,4.852479647152097
184,5.251743111140712
185,5.194241958153148
186,5.087044358378721
187,4.718784642933463
188,4.492269755695832
189,4.814393717563313
190,5.274447376189452
191,5.030978536198347
192,4.829395845673202
193,4.424767346401229
194,4.825025900640445
195,5.081314180966126
196,5.3373565266134175
197,4.518379929352984
198,5.179100107043385
199,4.6840635495306895
200,5.031958160590809
201,4.466297565971928
202,4.841755016203607
203,5.028668319170631
204,5.2121584560639995
205,5.2372588297087255
206,4.36661815339974
207,4.482534895490144
208,4.748967951623938
209,4.487131839447505
210,4.557446699559064
211,4.556687821492127
212,4.415973098239396
213,5.150677092795204
214,5.17249807273439
215,4.305037300500316
216,4.736602479764654
217,5.122712274979614
218,5.2146304750147685
219,4.733390010157525
220,4.198005817238031
221,5.186236033336941
222,4.9291319108736324
223,4.477206689071233
224,5.17275315151254
225,4.392748522434755
226,4.696541424441074
227,5.136430340405784
228,4.316390564449474
229,4.369137930638767
230,4.29218294267403
231,4.580527654231583
232,4.762879289312552
233,4.430213075338758
234,4.863133653852081
235,4.334794282283468
236,4.589144651518242
237,5.0693191697500914
238,4.995729564743473
239,4.323888071308481
