,scores
0,0.11275566910229243
1,0.21454258365330856
2,0.15081038355520834
3,0.21518228989885313
4,0.12907770552790906
5,0.015142370188172423
6,0.06776174487050325
7,0.11592176283842198
8,0.02706408008296049
9,0.05387390903131879
10,0.015711704567304027
11,0.036131677756400186
12,0.008837413473164963
13,0.18141208203812031
14,0.048721991258522335
15,0.1572330444538965
16,0.07777745184597613
17,0.16305595629082448
18,0.06317937207387413
19,0.34971555654865044
20,0.04652670903774482
21,0.03387250963488785
22,0.022411593978105306
23,0.04042395521055068
24,0.028561948147281586
25,0.07190264257735914
26,0.3484790622815655
27,0.04309363354148752
28,0.05062595601324835
29,0.1132093349814364
30,0.19637617231967064
31,0.020153307473271913
32,0.056457344968760016
33,0.11414271552936527
34,0.3070209466633985
35,0.08790916066635092
36,0.0815875131212013
37,0.023658237490826566
38,0.07174270958346661
39,0.12277983589838488
40,0.3328856574424334
41,0.28717054437921424
42,0.22800051896477647
43,0.009545904698666193
44,0.024796084032937833
45,0.023944094668455818
46,0.11486102699121453
47,0.36662458048206104
48,0.11736682284285918
49,0.10428487206047864
50,0.09105381959860047
51,0.0821844311796724
52,0.10935273606631611
53,0.030417668445021834
54,0.06315959703982145
55,0.18848576088553504
56,0.05431821364336462
57,0.03575745246784632
58,0.039207255746403956
59,0.053497581935956495
60,0.0909770357073555
61,0.017931950014208182
62,0.15700015520552985
63,0.009124300666518951
64,0.12417857159423705
65,0.0751292673981708
66,0.5204148206850928
67,0.008983482467311064
68,0.10171550308116534
69,0.10519008230978771
70,0.023951896512386987
71,0.10935994305274283
72,0.14023757242720555
73,0.06313720711697439
74,0.1397128694004137
75,0.016228468079434958
76,0.17325571574524237
77,0.019395054295541395
78,0.2033192287845923
79,0.12096930371356568
80,0.016271783369429155
81,0.1364413738633914
82,0.04333318007870627
83,0.1729092814593285
84,0.024364278616645207
85,0.10083541942693752
86,0.0685061934876281
87,0.17853822091267704
88,0.002486754061462825
89,0.008381011814752391
90,0.005167127321942115
91,0.03079058143653804
92,0.055241623528642904
93,0.17671248410354898
94,0.05488742152000269
95,0.0780811957708385
96,0.12571546959393792
97,0.05173832015529526
98,0.0036076100115727213
99,0.07851502503525364
100,0.011498275512202765
101,0.18634346201739962
102,0.07573930803461687
103,0.08596907660974917
104,0.07461475240562092
105,0.11328396863245307
106,0.41677691427126917
107,0.035594712224589785
108,0.0591780496445155
109,0.10783257747628974
110,0.11504584978660622
111,0.08507697986337087
112,0.00804460774121361
113,0.2986865479380477
114,0.08666231567167561
115,0.04938887560531926
116,0.006035293271348913
117,0.00018055503432059118
118,0.008875742080716254
119,0.05683233973146415
120,0.08799252018119746
121,0.11146588759886517
122,0.17044089608568921
123,0.18193889609848884
124,0.07861980811956677
125,0.10738233157419659
126,0.31606791389134004
127,0.3536594842823868
128,0.05195130910692552
129,0.013543210027684058
130,0.16781743093978096
131,0.06371866234302535
132,0.05346226815008919
133,0.12481514342832589
134,0.058151273751637825
135,0.21993844700988838
136,0.3195649812391851
137,0.1456220392782199
138,0.052838247856441624
139,0.2317655197507701
140,0.029942177425302786
141,0.16255090038420816
142,0.022197156975981947
143,0.07534451989551773
144,0.12825004812689678
145,0.12232467079087757
146,0.12947359733471517
147,0.11054219450972391
148,0.04777605949340843
149,0.05183491324436205
150,0.1718491190373328
151,0.03805444164600882
152,0.06840902234169577
153,0.1748651189449152
154,0.056964543564971465
155,0.16798118081317026
156,0.06870291697728388
157,0.10143075481450736
158,0.04574128806575277
159,0.22563764673792758
160,0.00036335635721292304
161,0.22148043780503476
162,0.019208201706187342
163,0.09261468092025354
164,0.05704663707433927
165,0.11696701147133647
166,0.004433826217262213
167,0.07254561756761309
168,0.0037740851820488547
169,0.35403021735186074
170,0.008132174574222618
171,0.14075779278594577
172,0.15143063475140411
173,0.24381989098752116
174,0.15534536091396423
175,0.2351229892457873
176,0.1784159866227087
177,0.031109429729915733
178,0.055484069055063506
179,0.11528143060949114
180,0.02444503699576377
181,0.06956930302818295
182,0.16059800163386057
183,0.02064631464837355
184,0.14078258770562432
185,0.2131210258535972
186,0.07605628650665099
187,0.03291157581974983
188,0.13013107378853003
189,0.016503227355675318
190,0.02765187889250197
191,0.055100843732417616
192,0.031954480304047475
193,0.01664182300633275
194,0.09675175170802333
195,0.04622327392367668
196,0.02023633795961164
197,0.22154765926705056
198,0.05026343597972535
199,0.09961341484009195
200,0.12568955984000568
201,0.017907533662228144
202,0.39847670160694726
203,0.0338941390647708
204,0.12274708839454958
205,0.1486982225022234
206,0.10979105674718614
207,0.05140184013147725
208,0.179344633199092
209,0.02406487459785963
210,0.17911586933095924
211,0.05102728113698164
212,0.01835635616653415
213,0.0591070238198458
214,0.07652371433339669
215,0.023738235404507715
216,0.005626179570858538
217,0.16375715066009514
218,0.03924676148198501
219,0.012902503570398769
220,0.20966870044882727
221,0.17923347309464013
222,0.16662183494855462
223,0.027210773715051123
224,0.13534183772181027
225,0.02314361896828873
226,0.24664089223941757
227,0.008571171843349386
228,0.08007602186405761
229,0.0627841783927869
230,0.015297991821451865
231,0.08450905188111082
232,0.06453861643805851
233,0.05929036250801163
234,0.010815828178463388
235,0.08166654216243038
236,0.07973995892021267
237,0.04041994918176432
238,0.03134905492490254
239,0.017890577219350414
240,0.007122818007306137
241,0.0009073810174911904
242,0.1174341280975271
243,0.1755592471954961
244,0.006108529601423242
245,0.004177706987217962
246,0.041734505684748645
247,0.0565305799467069
248,0.04784426804877807
249,0.021173600059859934
250,0.04171479498261618
251,0.027695821390212552
252,0.18731411325017522
253,0.032004312085247025
254,0.02393380229331768
255,0.026703541055391244
256,0.21008013511269802
257,0.04996197433566416
258,0.009591995586371353
259,0.12065640342751126
260,0.09221373300414358
261,0.09906779599862088
262,0.08313810780053849
263,0.0071959360487876475
264,0.02562493986262253
265,0.19058261757031403
266,0.049378962257855805
267,0.2780784304163361
268,0.009691980967590585
269,0.07191606151933246
270,0.03976876983633798
271,0.004999579352351086
272,0.10896490128302339
273,0.039282448856920636
274,0.08170069953053875
275,0.1158285828506225
276,0.0540580207432156
277,0.3077074432286023
278,0.14362715865056697
279,0.02267203526042058
280,0.022098028290629443
281,0.3696648548809441
282,0.04600045933668106
283,0.021532291498779475
284,0.029748000887029908
285,0.06465904065195209
286,0.024392944525791903
287,0.005973521192193574
288,0.16664268745258043
289,0.06105420913416631
290,0.07220122379858428
291,0.01848154346178029
292,0.1660264980734639
293,0.047818171164179885
294,0.03438816121272775
295,0.059109292089337434
296,0.18565756661467175
297,0.04547539789840244
298,0.10663845250530708
299,0.045551422007296984
300,0.056909991955839394
301,0.16171036443418085
302,0.16640278637985753
303,0.0825926946072472
304,0.35070289593551235
305,0.24156696397433214
306,0.023710035988938727
307,0.18250147613559176
308,0.040091532387239205
309,0.4453036448336023
310,0.18024054737370887
311,0.03606158526164766
312,0.16728624582576954
313,0.039792094013639534
314,0.012384251264977324
315,0.1542835883633091
316,0.11378423254202719
317,0.12580453948129025
318,0.1692318230664066
319,0.10543787093450961
320,0.04639119262365263
321,0.13561080883246104
322,0.1846790829294176
323,0.03712208516857223
324,0.01600037994717125
325,0.12904678347186835
326,0.09619403021737849
327,0.05744813225445562
328,0.003848511534166531
329,0.3321779452466576
330,0.11554607754946984
331,0.0004157824661863247
332,0.006835411798586286
333,0.03920852514146898
334,0.07079546067530647
335,0.3063427973099432
336,0.15975091003900982
337,0.09762319153071285
338,0.3122631537680129
339,0.07545279971988583
340,0.02656279682280684
341,0.02184959870981501
342,0.09535970782461801
343,0.02164808360012845
344,0.09037095820104907
345,0.6170027953984141
346,0.15168330085151316
347,0.029289566550892043
348,0.054130230793369094
349,0.003939842453028144
350,0.009689376863198675
351,0.45453309005525366
352,0.05783692423190515
353,0.06157533828891899
354,0.07129403880247402
355,0.017742421086311997
356,0.1150845804166651
357,0.26351518722487943
358,0.06699094007250199
359,0.04846903695569027
360,0.31220245651343514
361,0.011978830015707058
362,0.012559955120736677
363,0.24795390750167307
364,0.0666901773240835
365,0.19214391886468143
366,0.008780889714573218
367,0.21235859266987123
368,0.21386732350456605
369,0.4015526502898845
370,0.03946654675185725
371,0.05976940751644059
372,0.02236836088819112
373,0.01123952961582191
374,0.04518897641045914
375,0.15318121390824746
376,0.22929178888403212
377,0.019718923327356714
378,0.05414811237022395
379,0.0873252310176686
380,0.013412462919857555
381,0.018039426934724885
382,0.0193277719517593
383,0.03559650772505279
384,0.009292380277706016
385,0.04278151649521358
386,0.10973000700666868
387,0.2965305906549714
388,0.04278881238254361
389,0.12138084102870444
390,0.03489950843630438
391,0.15168053319604158
392,0.2743004977026292
393,0.1073435904434229
394,0.3269735024022533
395,0.022253622253904953
396,0.08736313531105508
397,0.03246590944740634
398,0.17500948204357925
399,0.03714566424574889
400,0.026389846393433294
401,0.011080374470530854
402,0.2104357828812031
403,0.15265176083540533
404,0.01484685890024788
405,0.06687134885444014
406,0.11525650217153774
407,0.2711440128530984
408,0.0053569287367185425
409,0.12892918856153013
410,0.128809004358838
411,0.02674603127141087
412,0.11037242027789261
413,0.0452212071886784
414,0.028087977406054315
415,0.248220564439783
416,0.25839281545042986
417,0.15454894020378776
418,0.034821741574641435
419,0.5848663638691124
420,0.14522716743645084
421,0.15070461019707887
422,0.1260361178092609
423,0.39802580493230155
424,0.03649189786195454
425,0.3205893781489984
426,0.11530761424303917
427,0.035285751585278864
428,0.10541394255236002
429,0.17473440692870312
430,0.03890208694756774
431,0.012140489612679542
432,0.24404218430861735
433,0.060651186020941134
434,0.07752654700278434
435,0.1331761495444156
436,0.08195082227734805
437,0.15324582122521624
438,0.0771386637248067
439,0.2126552366384293
440,0.11091555439759777
441,0.0919075730483156
442,0.018829694371366973
443,0.15128560715208506
444,0.1109020156245702
445,0.00887381420597404
446,0.015292904510470662
447,0.02310746057217384
448,0.04925236719938256
449,0.005235107696395947
450,0.017875909742025797
451,0.007735991769762403
452,0.07525674897400764
453,0.17543891183020746
454,0.1693975406743854
455,0.04596131424043664
456,0.019877140651491126
457,0.04529513341750728
458,0.03301629124985643
459,0.014282294640938945
460,0.11406136755538104
461,0.06990818140902304
462,0.08609462470329779
463,0.023991720285101627
464,0.013197583729028434
465,0.026050751368168697
466,0.17271394859154954
467,0.005204571829655429
468,0.11846606838858109
469,0.30336228033229723
470,0.1735490815999935
471,0.4972905277146155
472,0.054834857695541084
473,0.028818094858241067
474,0.006410153011434307
475,0.06315558542167725
476,0.14310624414179327
477,0.05091558737597645
478,0.3106568975289233
479,0.34677846384469596
480,0.206889707080036
481,0.03966898534730069
482,0.029596377613494342
483,0.03743424532914956
484,0.10847991395569295
485,0.17097758607333166
486,0.022882646572912137
487,0.07248063474879535
488,0.0018965412223183689
489,0.06253557894149028
490,0.03759356008819837
491,0.017934654093768078
492,0.11668479560310377
493,0.0291913245793772
494,0.1387738629957761
495,0.10199450154627808
496,0.016633391573359843
497,0.12517049561715107
498,0.03961996169356894
499,0.025630555402448074
500,0.05868044272242878
501,0.028105310861338717
502,0.018406169143019357
503,0.04860248897245467
504,0.1748628279720212
505,0.043978403934745135
506,0.08196693807806424
507,0.081545724908269
508,0.08561466501365471
509,0.3266674390331479
510,0.08072760462267568
511,0.10341478604535448
512,0.11052891084662153
513,0.07220550513909792
514,0.07837072607759307
515,0.09324142585426448
516,0.1490012098816971
517,0.060892550792058554
518,0.0066163657810043705
519,0.050212067998336954
520,0.06519248127153394
521,0.09208649956077185
522,0.21345622162596825
523,0.005072501657483317
524,0.15154123623806703
525,0.1478505787862921
526,0.13939955845710542
527,0.19736627020274067
528,0.15008899524950103
529,0.049277889019392035
530,0.03546335299570215
531,0.10943621461779494
532,0.304877022874345
533,0.03527819994887268
534,0.3002920494600163
535,0.05764255188732103
536,0.46227659228468476
537,0.09725356096446691
538,0.053207398637340836
539,0.03824845654180992
540,0.3265712173821751
541,0.01786996109035483
542,0.009063929414088491
543,0.021178583433122664
544,0.04801952606433593
545,0.20216087402249655
546,0.07316577823042685
547,0.03950724548601158
548,0.2216324173584488
549,0.13198301778504073
550,0.07273038085941608
551,0.39119124960992285
552,0.05626794770458307
553,0.00381080022660814
554,0.009656296733057262
555,0.04416915072959799
556,0.01981841101232076
557,0.15330768479924298
558,0.00916569791587067
559,0.5696570768139542
560,0.14831124871668785
561,0.10074149358353207
562,0.13395425044448067
563,0.003855094427799291
564,0.03127081079432147
565,0.05086729091216996
566,0.023145585309770247
567,0.044563209195385436
568,0.04473821434285087
569,0.013752512035312362
570,0.011629460551852816
571,0.11738979182689849
572,0.005708948048179284
573,0.025263420649205406
574,0.03508222735810899
575,0.01177038097377767
576,0.1266704879684033
577,0.06356127119429127
578,0.1634552625313601
579,0.039972636539897195
580,0.06343020357596606
581,0.3356719557762602
582,0.06992973198488209
583,0.08380663726901189
584,0.15118898820316495
585,0.06509338029321905
586,0.015087920500517164
587,0.14022462191812965
588,0.15989857167163374
589,0.0691896280717738
590,0.22365165124393238
591,0.008580318948324285
592,0.12007393578320509
593,0.06112446606464185
594,0.032683596532008995
595,0.2153734672591685
596,0.010163018205039695
597,0.17155335040374575
598,0.2952124948573207
599,0.05686242150150844
600,0.059174983591577135
601,0.009777631769099128
602,0.23485559299745784
603,0.23422523596721942
604,0.1358317893241993
605,0.11746990287476336
606,0.010677110171078577
607,0.33851225573231036
608,0.10782473577900667
609,0.07039494864278995
610,0.14179352567648404
611,0.0526730466837137
612,0.02909593154008889
613,0.12249770141668417
614,0.05230368730760143
615,0.036177800494274145
616,0.4255259061308463
617,0.10837938115591648
618,0.05754166860692217
619,0.21495122073971334
620,0.31417007579662365
621,0.0005802716044333027
622,0.1888503447476509
623,0.08852354069744983
624,0.01903347621925736
625,0.004076602482599937
626,0.04217720072795414
627,0.15908001084395348
628,0.057482104970273264
629,0.11402873920696786
630,0.11639854321189975
631,0.0806518527310029
632,0.1924383624851658
633,0.01608981541058852
634,0.064344103951424
635,0.025117750293586774
636,0.033148550289240984
637,0.06263841643936834
638,0.07364929365078872
639,0.0876323832012917
640,0.12370639652505731
641,0.05668543390359846
642,0.04401693576357028
643,0.05481776879824174
644,0.15063408635908818
645,0.07242280650670593
646,0.04501705959381615
647,0.2423733220859961
648,0.19443513559282147
649,0.06957521984549339
650,0.05475460827655241
651,0.12114340114206751
652,0.4270587319622027
653,0.14369895115703865
654,0.04753380146024697
655,0.030861164615677117
656,0.26030593684326087
657,0.04107406154798967
658,0.16764872004298415
659,0.05028276968246725
660,0.10299460636778608
661,0.016491808963013752
662,0.105796393410337
663,0.04664938406375405
664,0.1055852096993609
665,0.09043111219635461
666,0.0720491157680936
667,0.00029448200113971527
668,0.3033177218051751
669,0.15829856382781055
670,0.07697842168037629
671,0.07805481359170689
672,0.10994496455308563
673,0.02642421438199338
674,0.0689638362952841
675,0.30104181200257346
676,0.08557997679869514
677,0.1459553537200536
678,0.046034455836604635
679,0.16867540182615606
680,0.04904822250024043
681,0.02576940507225625
682,0.09734591052071558
683,0.19356391248905463
684,0.032463805072028666
685,0.04578162096365759
686,0.07235153126834569
687,0.3231453084316067
688,0.007141662572986512
689,0.10451090338297385
690,0.01723729485656039
691,0.020694082103356576
692,0.031107698283678233
693,0.17673810486394784
694,0.051631392985428876
695,0.06195302902071174
696,0.06502719619824897
697,0.04090184768439599
698,0.0343523418453776
699,0.03872129537495833
700,0.07101110862310102
701,0.006590599191433944
702,0.13002171888950895
703,0.1676387598452779
704,0.0479141494362458
705,0.28466015032097747
706,0.013443825458706133
707,0.027923141797295294
708,0.09360837081549928
709,0.02700823001890403
710,0.08381941289512143
711,0.06443396126267821
712,0.09859035284742439
713,0.09367574463004186
714,0.46405287986908716
715,0.00042427810181522004
716,0.021392665132484237
717,0.16659157608513145
718,0.07502508892242726
719,0.08343841105856774
720,0.13387027757060221
721,0.07652959411835963
722,0.2571931011573921
723,0.009557088342182158
724,0.07312072733866506
725,0.15845768524343135
726,0.08909250371432047
727,0.18298629903156474
728,0.004004345302478069
729,0.056656206386678315
730,0.246924199101191
731,0.23120097499696404
732,0.13958771287070404
733,0.04707590402398096
734,0.07218808473161083
735,0.2089250564883215
736,0.015684286810100558
737,0.025635942499324535
738,0.05192076937356989
739,0.02157649418082211
740,0.7345070350740328
741,0.06953498925271837
742,0.06941039934124398
743,0.05492845277981326
744,0.1520140848594311
745,0.056630464474040534
746,0.04307972990398013
747,0.062464221211797205
748,0.013896974403975033
749,0.014607630218081522
750,0.2534376296359855
751,0.03552323663111774
752,0.28865167560702576
753,0.008234772662841356
754,0.08760145573352916
755,0.17434654393709018
756,0.027637831175694995
757,0.07732033068761902
758,0.006448645077023441
759,0.13214448702785006
760,0.2880862128783214
761,0.02024220778559882
762,0.042017441601539265
763,0.05374656316558329
764,0.28492138984656673
765,0.10293002107115384
766,0.2502112762216816
767,0.09248251952921005
768,0.04978505959314244
769,0.08754936111779574
770,0.09015882804564443
771,0.2738315662522015
772,0.16811250221675494
773,0.012865656320286474
774,0.057924607682785095
775,0.2804475503423459
776,0.060355271605977534
