,scores
0,0.06633753279238282
1,0.1349695907993906
2,0.025063432217185846
3,0.006664900964186921
4,0.06667785364801322
5,0.12986848306726953
6,0.024258878119883507
7,0.06711011066960033
8,0.05448873195751719
9,0.001545715680554069
10,0.05311728569068608
11,0.03719067850817462
12,0.0025603775667619576
13,0.0064235307168161926
14,0.09503144680358083
15,0.12839761280731218
16,0.12316520926320036
17,0.030990558637052523
18,0.0662914039069148
19,0.056958009874339036
20,0.16966055528589577
21,0.01247447021668433
22,0.1394949199491133
23,0.27147606948597336
24,0.13097527928414998
25,0.07804074605269945
26,0.03905992804997643
27,0.030093904816774722
28,0.2882173542846293
29,0.0011262815256900683
30,0.1747750306163858
31,0.04832532231862979
32,0.1432818736500506
33,7.792094116611519e-05
34,0.038581106709183494
35,0.10789466013020468
36,0.026173278297123976
37,0.013767699868164722
38,0.04969380662933038
39,0.24262361968395108
40,0.018906354498681065
41,0.040729254675765325
42,0.04529459790854095
43,0.43618457014169
44,0.21599322163861434
45,0.14159283249170096
46,0.011812690481715219
47,0.11949358183669508
48,0.3527400753474825
49,0.030309121034825016
50,0.00010573332020340708
51,0.33725493812494933
52,0.16891739769655106
53,0.12110605426100736
54,0.002044905975101377
55,0.2692164166475617
56,0.11511599022660955
57,0.09433051136076892
58,0.11998184299482338
59,0.03957359602698779
60,0.06455657515437754
61,0.04217193453312077
62,0.08059753231015587
63,0.07646152713883601
64,0.17694892574241605
65,0.03307919721712062
66,0.008820661088946647
67,0.001132426384602675
68,0.17026952806733228
69,0.012842428034534399
70,0.03739833938376485
71,0.034485155450551225
72,0.27433640631303263
73,0.062700857327827
74,0.029192474467699098
75,0.04864495999901892
76,0.1865792105436201
77,0.011124774945698966
78,0.034430869382000316
79,0.008281523348178206
80,0.22721234054514788
81,0.003237607679127993
82,0.04831913121661736
83,0.30262527927196164
84,0.16544549372054088
85,0.03408092148526488
86,0.271122273112234
87,0.12512504418636122
88,0.010205784317893575
89,0.007812832259373318
90,0.04207322555513119
91,0.07544322838550493
92,0.06707006103472496
93,0.043439091846323975
94,0.01619234038553364
95,0.0018108722980461065
96,0.05278977455552236
97,0.005733234564716154
98,0.10553559922713268
99,0.2255334289410784
100,0.05174072922482234
101,0.04829951179127075
102,0.04699425365717736
103,0.19787316022730359
104,0.14436860941630317
105,0.24334244691767548
106,0.11713561996392399
107,0.08949506192069001
108,0.12519481165856025
109,0.1410913581947598
110,0.020046815368178938
